CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate
5808,2012-10-06,USD,EUR,1.1272
5809,2012-10-06,USD,GBP,0.7039
5810,2012-10-06,USD,JPY,123.625
5811,2012-10-06,USD,MXN,9.6247
5812,2012-10-06,USD,SAR,3.7505
5813,2012-10-06,USD,VEB,705.7
5814,2012-10-07,USD,ARS,0.999
5815,2012-10-07,USD,AUD,2.016
5816,2012-10-07,USD,BRL,2.173
5817,2012-10-07,USD,CAD,1.5653
5818,2012-10-07,USD,CNY,8.2781
5819,2012-10-07,USD,EUR,1.124
5820,2012-10-07,USD,GBP,0.7014
5821,2012-10-07,USD,JPY,122.85
5822,2012-10-07,USD,MXN,9.56
5823,2012-10-07,USD,SAR,3.7505
5824,2012-10-07,USD,VEB,706.2599
5825,2012-10-08,USD,ARS,0.999
5826,2012-10-08,USD,AUD,2.016
5827,2012-10-08,USD,BRL,2.173
5828,2012-10-08,USD,CAD,1.5663
5829,2012-10-08,USD,CNY,8.2781
5830,2012-10-08,USD,EUR,1.1237
5831,2012-10-08,USD,GBP,0.7018
5832,2012-10-08,USD,JPY,122.75
5833,2012-10-08,USD,MXN,9.56
5834,2012-10-08,USD,SAR,3.7505
5835,2012-10-08,USD,VEB,706.2599
5836,2012-10-09,USD,ARS,0.999
5837,2012-10-09,USD,AUD,2.0251
5838,2012-10-09,USD,BRL,2.173
5839,2012-10-09,USD,CAD,1.5651
5840,2012-10-09,USD,CNY,8.2781
5841,2012-10-09,USD,EUR,1.1213
5842,2012-10-09,USD,GBP,0.7018
5843,2012-10-09,USD,JPY,122.875
5844,2012-10-09,USD,MXN,9.56
5845,2012-10-09,USD,SAR,3.7507
5846,2012-10-09,USD,VEB,706.2599
5847,2012-10-10,USD,ARS,0.9998
5848,2012-10-10,USD,AUD,1.9972
5849,2012-10-10,USD,BRL,2.135
5850,2012-10-10,USD,CAD,1.5571
5851,2012-10-10,USD,CNY,8.2779
5852,2012-10-10,USD,EUR,1.1166
5853,2012-10-10,USD,GBP,0.6969
5854,2012-10-10,USD,JPY,122.815
5855,2012-10-10,USD,MXN,9.5221
5856,2012-10-10,USD,SAR,3.7507
5857,2012-10-10,USD,VEB,706.7599
5858,2012-10-11,USD,ARS,0.9997
5859,2012-10-11,USD,AUD,2.0047
5860,2012-10-11,USD,BRL,2.123
5861,2012-10-11,USD,CAD,1.5694
5862,2012-10-11,USD,CNY,8.2781
5863,2012-10-11,USD,EUR,1.1197
5864,2012-10-11,USD,GBP,0.6984
5865,2012-10-11,USD,JPY,122.23
5866,2012-10-11,USD,MXN,9.5412
5867,2012-10-11,USD,SAR,3.7507
5868,2012-10-11,USD,VEB,707.25
5869,2012-10-12,USD,ARS,0.9998
5870,2012-10-12,USD,AUD,2.0261
5871,2012-10-12,USD,BRL,2.1257
5872,2012-10-12,USD,CAD,1.5645
5873,2012-10-12,USD,CNY,8.2784
5874,2012-10-12,USD,EUR,1.1286
5875,2012-10-12,USD,GBP,0.6965
5876,2012-10-12,USD,JPY,122.429
5877,2012-10-12,USD,MXN,9.532
5878,2012-10-12,USD,SAR,3.7505
5879,2012-10-12,USD,VEB,707.8999
5880,2012-10-13,USD,ARS,0.9996
5881,2012-10-13,USD,AUD,2.0305
5882,2012-10-13,USD,BRL,2.1541
5883,2012-10-13,USD,CAD,1.5742
5884,2012-10-13,USD,CNY,8.2787
5885,2012-10-13,USD,EUR,1.1331
5886,2012-10-13,USD,GBP,0.7008
5887,2012-10-13,USD,JPY,123.645
5888,2012-10-13,USD,MXN,9.5329
5889,2012-10-13,USD,SAR,3.7505
5890,2012-10-13,USD,VEB,707.7
5891,2012-10-14,USD,ARS,0.9985
5892,2012-10-14,USD,AUD,2.0613
5893,2012-10-14,USD,BRL,2.153
5894,2012-10-14,USD,CAD,1.5767
5895,2012-10-14,USD,CNY,8.2784
5896,2012-10-14,USD,EUR,1.1379
5897,2012-10-14,USD,GBP,0.706
5898,2012-10-14,USD,JPY,126.33
5899,2012-10-14,USD,MXN,9.461
5900,2012-10-14,USD,SAR,3.7505
5901,2012-10-14,USD,VEB,707.7599
5902,2012-10-15,USD,ARS,0.9985
5903,2012-10-15,USD,AUD,2.0533
5904,2012-10-15,USD,BRL,2.1539
5905,2012-10-15,USD,CAD,1.574
5906,2012-10-15,USD,CNY,8.2784
5907,2012-10-15,USD,EUR,1.1438
5908,2012-10-15,USD,GBP,0.706
5909,2012-10-15,USD,JPY,126.33
5910,2012-10-15,USD,MXN,9.461
5911,2012-10-15,USD,SAR,3.7505
5912,2012-10-15,USD,VEB,707.7599
5913,2012-10-16,USD,ARS,0.9986
5914,2012-10-16,USD,AUD,2.0325
5915,2012-10-16,USD,BRL,2.1539
5916,2012-10-16,USD,CAD,1.574
5917,2012-10-16,USD,CNY,8.2784
5918,2012-10-16,USD,EUR,1.1438
5919,2012-10-16,USD,GBP,0.7056
5920,2012-10-16,USD,JPY,126.33
5921,2012-10-16,USD,MXN,9.461
5922,2012-10-16,USD,SAR,3.7505
5923,2012-10-16,USD,VEB,707.7599
5924,2012-10-17,USD,ARS,0.9986
5925,2012-10-17,USD,AUD,2.0945
5926,2012-10-17,USD,BRL,2.1669
5927,2012-10-17,USD,CAD,1.5797
5928,2012-10-17,USD,CNY,8.2783
5929,2012-10-17,USD,EUR,1.1371
5930,2012-10-17,USD,GBP,0.7058
5931,2012-10-17,USD,JPY,126.77
5932,2012-10-17,USD,MXN,9.4183
5933,2012-10-17,USD,SAR,3.7505
5934,2012-10-17,USD,VEB,707.5
5935,2012-10-18,USD,ARS,0.9997
5936,2012-10-18,USD,AUD,2.0541
5937,2012-10-18,USD,BRL,2.1768
5938,2012-10-18,USD,CAD,1.5798
5939,2012-10-18,USD,CNY,8.278
5940,2012-10-18,USD,EUR,1.116
5941,2012-10-18,USD,GBP,0.6978
5942,2012-10-18,USD,JPY,125.6
5943,2012-10-18,USD,MXN,9.4212
5944,2012-10-18,USD,SAR,3.7505
5945,2012-10-18,USD,VEB,708.25
5946,2012-10-19,USD,ARS,0.9996
5947,2012-10-19,USD,AUD,2.0468
5948,2012-10-19,USD,BRL,2.1743
5949,2012-10-19,USD,CAD,1.5731
5950,2012-10-19,USD,CNY,8.2779
5951,2012-10-19,USD,EUR,1.1095
5952,2012-10-19,USD,GBP,0.6974
5953,2012-10-19,USD,JPY,125.464
5954,2012-10-19,USD,MXN,9.4132
5955,2012-10-19,USD,SAR,3.7505
5956,2012-10-19,USD,VEB,708.4099
5957,2012-10-20,USD,ARS,0.9998
5958,2012-10-20,USD,AUD,2.0398
5959,2012-10-20,USD,BRL,2.153
5960,2012-10-20,USD,CAD,1.5746
5961,2012-10-20,USD,CNY,8.2775
5962,2012-10-20,USD,EUR,1.1187
5963,2012-10-20,USD,GBP,0.7007
5964,2012-10-20,USD,JPY,124.261
5965,2012-10-20,USD,MXN,9.4352
5966,2012-10-20,USD,SAR,3.7505
5967,2012-10-20,USD,VEB,708.75
5968,2012-10-21,USD,ARS,0.9995
5969,2012-10-21,USD,AUD,2.0072
5970,2012-10-21,USD,BRL,2.1659
5971,2012-10-21,USD,CAD,1.5649
5972,2012-10-21,USD,CNY,8.2774
5973,2012-10-21,USD,EUR,1.1073
5974,2012-10-21,USD,GBP,0.6953
5975,2012-10-21,USD,JPY,123.91
5976,2012-10-21,USD,MXN,9.4
5977,2012-10-21,USD,SAR,3.7505
5978,2012-10-21,USD,VEB,708.7599
5979,2012-10-22,USD,ARS,0.9995
5980,2012-10-22,USD,AUD,2.0072
5981,2012-10-22,USD,BRL,2.1659
5982,2012-10-22,USD,CAD,1.564
5983,2012-10-22,USD,CNY,8.2774
5984,2012-10-22,USD,EUR,1.1076
5985,2012-10-22,USD,GBP,0.6944
5986,2012-10-22,USD,JPY,123.75
5987,2012-10-22,USD,MXN,9.4
5988,2012-10-22,USD,SAR,3.7505
5989,2012-10-22,USD,VEB,708.75
5990,2012-10-23,USD,ARS,0.9995
5991,2012-10-23,USD,AUD,2.0251
5992,2012-10-23,USD,BRL,2.1659
5993,2012-10-23,USD,CAD,1.5651
5994,2012-10-23,USD,CNY,8.2774
5995,2012-10-23,USD,EUR,1.1076
5996,2012-10-23,USD,GBP,0.6948
5997,2012-10-23,USD,JPY,123.75
5998,2012-10-23,USD,MXN,9.4
5999,2012-10-23,USD,SAR,3.7505
6000,2012-10-23,USD,VEB,708.75
6001,2012-10-24,USD,ARS,0.9998
6002,2012-10-24,USD,AUD,2.0268
6003,2012-10-24,USD,BRL,2.1579
6004,2012-10-24,USD,CAD,1.5649
6005,2012-10-24,USD,CNY,8.2777
6006,2012-10-24,USD,EUR,1.1154
6007,2012-10-24,USD,GBP,0.6925
6008,2012-10-24,USD,JPY,125.077
6009,2012-10-24,USD,MXN,9.3559
6010,2012-10-24,USD,SAR,3.7505
6011,2012-10-24,USD,VEB,709.25
6012,2012-10-25,USD,ARS,0.9998
6013,2012-10-25,USD,AUD,2.0148
6014,2012-10-25,USD,BRL,2.1379
6015,2012-10-25,USD,CAD,1.5556
6016,2012-10-25,USD,CNY,8.2776
6017,2012-10-25,USD,EUR,1.1266
6018,2012-10-25,USD,GBP,0.6986
6019,2012-10-25,USD,JPY,124.355
6020,2012-10-25,USD,MXN,9.2842
6021,2012-10-25,USD,SAR,3.7505
6022,2012-10-25,USD,VEB,709.2
6023,2012-10-26,USD,ARS,0.999
6024,2012-10-26,USD,AUD,1.9881
6025,2012-10-26,USD,BRL,2.1541
6026,2012-10-26,USD,CAD,1.5633
6027,2012-10-26,USD,CNY,8.2776
6028,2012-10-26,USD,EUR,1.1274
6029,2012-10-26,USD,GBP,0.6962
6030,2012-10-26,USD,JPY,124.8289
6031,2012-10-26,USD,MXN,9.2929
6032,2012-10-26,USD,SAR,3.7505
6033,2012-10-26,USD,VEB,709.75
6034,2012-10-27,USD,ARS,0.999
6035,2012-10-27,USD,AUD,1.9683
6036,2012-10-27,USD,BRL,2.156
6037,2012-10-27,USD,CAD,1.5612
6038,2012-10-27,USD,CNY,8.278
6039,2012-10-27,USD,EUR,1.1214
6040,2012-10-27,USD,GBP,0.6948
6041,2012-10-27,USD,JPY,123.68
6042,2012-10-27,USD,MXN,9.3247
6043,2012-10-27,USD,SAR,3.7505
6044,2012-10-27,USD,VEB,709.75
6045,2012-10-28,USD,ARS,0.999
6046,2012-10-28,USD,AUD,1.9658
6047,2012-10-28,USD,BRL,2.156
6048,2012-10-28,USD,CAD,1.5618
6049,2012-10-28,USD,CNY,8.2776
6050,2012-10-28,USD,EUR,1.1259
6051,2012-10-28,USD,GBP,0.6959
6052,2012-10-28,USD,JPY,124.27
6053,2012-10-28,USD,MXN,9.2949
6054,2012-10-28,USD,SAR,3.7505
6055,2012-10-28,USD,VEB,709.75
6056,2012-10-29,USD,ARS,0.999
6057,2012-10-29,USD,AUD,1.9658
6058,2012-10-29,USD,BRL,2.156
6059,2012-10-29,USD,CAD,1.5618
6060,2012-10-29,USD,CNY,8.2776
6061,2012-10-29,USD,EUR,1.1259
6062,2012-10-29,USD,GBP,0.6959
6063,2012-10-29,USD,JPY,124.27
6064,2012-10-29,USD,MXN,9.2949
6065,2012-10-29,USD,SAR,3.7505
6066,2012-10-29,USD,VEB,709.75
6067,2012-10-30,USD,ARS,0.999
6068,2012-10-30,USD,AUD,1.9658
6069,2012-10-30,USD,BRL,2.156
6070,2012-10-30,USD,CAD,1.5634
6071,2012-10-30,USD,CNY,8.2776
6072,2012-10-30,USD,EUR,1.1259
6073,2012-10-30,USD,GBP,0.6955
6074,2012-10-30,USD,JPY,124.25
6075,2012-10-30,USD,MXN,9.2949
6076,2012-10-30,USD,SAR,3.7505
6077,2012-10-30,USD,VEB,709.75
6078,2012-10-31,USD,ARS,0.9997
6079,2012-10-31,USD,AUD,1.9589
6080,2012-10-31,USD,BRL,2.1869
6081,2012-10-31,USD,CAD,1.5623
6082,2012-10-31,USD,CNY,8.2776
6083,2012-10-31,USD,EUR,1.1278
6084,2012-10-31,USD,GBP,0.6968
6085,2012-10-31,USD,JPY,124.623
6086,2012-10-31,USD,MXN,9.3125
6087,2012-10-31,USD,SAR,3.7505
6088,2012-10-31,USD,VEB,709.75
6089,2012-11-01,USD,ARS,0.9998
6090,2012-11-01,USD,AUD,1.9887
6091,2012-11-01,USD,BRL,2.197
6092,2012-11-01,USD,CAD,1.563
6093,2012-11-01,USD,CNY,8.2782
6094,2012-11-01,USD,EUR,1.1337
6095,2012-11-01,USD,GBP,0.6992
6096,2012-11-01,USD,JPY,123.42
6097,2012-11-01,USD,MXN,9.2423
6098,2012-11-01,USD,SAR,3.7505
6099,2012-11-01,USD,VEB,710.5099
6100,2012-11-02,USD,ARS,0.9999
6101,2012-11-02,USD,AUD,1.9865
6102,2012-11-02,USD,BRL,2.1814
6103,2012-11-02,USD,CAD,1.5639
6104,2012-11-02,USD,CNY,8.2782
6105,2012-11-02,USD,EUR,1.1301
6106,2012-11-02,USD,GBP,0.7006
6107,2012-11-02,USD,JPY,122.372
6108,2012-11-02,USD,MXN,9.2415
6109,2012-11-02,USD,SAR,3.7505
6110,2012-11-02,USD,VEB,710.75
6111,2012-11-03,USD,ARS,0.9998
6112,2012-11-03,USD,AUD,1.9388
6113,2012-11-03,USD,BRL,2.1869
6114,2012-11-03,USD,CAD,1.5513
6115,2012-11-03,USD,CNY,8.2781
6116,2012-11-03,USD,EUR,1.1157
6117,2012-11-03,USD,GBP,0.6923
6118,2012-11-03,USD,JPY,121.47
6119,2012-11-03,USD,MXN,9.3018
6120,2012-11-03,USD,SAR,3.7505
6121,2012-11-03,USD,VEB,709.71
6122,2012-11-04,USD,ARS,0.9993
6123,2012-11-04,USD,AUD,1.9429
6124,2012-11-04,USD,BRL,2.2709
6125,2012-11-04,USD,CAD,1.5445
6126,2012-11-04,USD,CNY,8.2782
6127,2012-11-04,USD,EUR,1.1076
6128,2012-11-04,USD,GBP,0.6927
6129,2012-11-04,USD,JPY,122.43
6130,2012-11-04,USD,MXN,9.393
6131,2012-11-04,USD,SAR,3.7505
6132,2012-11-04,USD,VEB,711.0099
6133,2012-11-05,USD,ARS,0.9993
6134,2012-11-05,USD,AUD,1.9429
6135,2012-11-05,USD,BRL,2.2709
6136,2012-11-05,USD,CAD,1.5445
6137,2012-11-05,USD,CNY,8.2782
6138,2012-11-05,USD,EUR,1.1093
6139,2012-11-05,USD,GBP,0.6927
6140,2012-11-05,USD,JPY,122.43
6141,2012-11-05,USD,MXN,9.393
6142,2012-11-05,USD,SAR,3.7505
6143,2012-11-05,USD,VEB,711.0099
6144,2012-11-06,USD,ARS,0.9993
6145,2012-11-06,USD,AUD,1.9429
6146,2012-11-06,USD,BRL,2.2709
6147,2012-11-06,USD,CAD,1.5457
6148,2012-11-06,USD,CNY,8.2782
6149,2012-11-06,USD,EUR,1.1093
6150,2012-11-06,USD,GBP,0.6934
6151,2012-11-06,USD,JPY,122.037
6152,2012-11-06,USD,MXN,9.393
6153,2012-11-06,USD,SAR,3.7505
6154,2012-11-06,USD,VEB,711.0099
6155,2012-11-07,USD,ARS,0.9997
6156,2012-11-07,USD,AUD,1.9805
6157,2012-11-07,USD,BRL,2.2602
6158,2012-11-07,USD,CAD,1.5494
6159,2012-11-07,USD,CNY,8.2777
6160,2012-11-07,USD,EUR,1.1137
6161,2012-11-07,USD,GBP,0.6937
6162,2012-11-07,USD,JPY,121.244
6163,2012-11-07,USD,MXN,9.37
6164,2012-11-07,USD,SAR,3.7505
6165,2012-11-07,USD,VEB,711.9099
6166,2012-11-08,USD,ARS,0.9998
6167,2012-11-08,USD,AUD,1.9755
6168,2012-11-08,USD,BRL,2.266
6169,2012-11-08,USD,CAD,1.5487
6170,2012-11-08,USD,CNY,8.2776
6171,2012-11-08,USD,EUR,1.1189
6172,2012-11-08,USD,GBP,0.6966
6173,2012-11-08,USD,JPY,122.176
6174,2012-11-08,USD,MXN,9.2799
6175,2012-11-08,USD,SAR,3.7505
6176,2012-11-08,USD,VEB,711.4099
6177,2012-11-09,USD,ARS,0.9998
6178,2012-11-09,USD,AUD,1.9761
6179,2012-11-09,USD,BRL,2.2906
6180,2012-11-09,USD,CAD,1.5518
6181,2012-11-09,USD,CNY,8.2774
6182,2012-11-09,USD,EUR,1.1163
6183,2012-11-09,USD,GBP,0.6943
6184,2012-11-09,USD,JPY,122.358
6185,2012-11-09,USD,MXN,9.3028
6186,2012-11-09,USD,SAR,3.7505
6187,2012-11-09,USD,VEB,711.25
6188,2012-11-10,USD,ARS,0.9997
6189,2012-11-10,USD,AUD,1.9648
6190,2012-11-10,USD,BRL,2.2444
6191,2012-11-10,USD,CAD,1.5461
6192,2012-11-10,USD,CNY,8.2776
6193,2012-11-10,USD,EUR,1.1069
6194,2012-11-10,USD,GBP,0.6946
6195,2012-11-10,USD,JPY,123.178
6196,2012-11-10,USD,MXN,9.2974
6197,2012-11-10,USD,SAR,3.7505
6198,2012-11-10,USD,VEB,711.6939
6199,2012-11-11,USD,ARS,0.9993
6200,2012-11-11,USD,AUD,1.9661
6201,2012-11-11,USD,BRL,2.2021
6202,2012-11-11,USD,CAD,1.5429
6203,2012-11-11,USD,CNY,8.2781
6204,2012-11-11,USD,EUR,1.1232
6205,2012-11-11,USD,GBP,0.6979
6206,2012-11-11,USD,JPY,124.044
6207,2012-11-11,USD,MXN,9.2799
6208,2012-11-11,USD,SAR,3.7505
6209,2012-11-11,USD,VEB,711.71
6210,2012-11-12,USD,ARS,0.9993
6211,2012-11-12,USD,AUD,1.9661
6212,2012-11-12,USD,BRL,2.2029
6213,2012-11-12,USD,CAD,1.542
6214,2012-11-12,USD,CNY,8.2786
6215,2012-11-12,USD,EUR,1.1241
6216,2012-11-12,USD,GBP,0.6948
6217,2012-11-12,USD,JPY,124.12
6218,2012-11-12,USD,MXN,9.2799
6219,2012-11-12,USD,SAR,3.7507
6220,2012-11-12,USD,VEB,711.71
6221,2012-11-13,USD,ARS,0.9993
6222,2012-11-13,USD,AUD,1.9661
6223,2012-11-13,USD,BRL,2.2029
6224,2012-11-13,USD,CAD,1.542
6225,2012-11-13,USD,CNY,8.2786
6226,2012-11-13,USD,EUR,1.1241
6227,2012-11-13,USD,GBP,0.6948
6228,2012-11-13,USD,JPY,124.12
6229,2012-11-13,USD,MXN,9.2799
6230,2012-11-13,USD,SAR,3.7507
6231,2012-11-13,USD,VEB,711.71
6232,2012-11-14,USD,ARS,0.9997
6233,2012-11-14,USD,AUD,1.9522
6234,2012-11-14,USD,BRL,2.2012
6235,2012-11-14,USD,CAD,1.5371
6236,2012-11-14,USD,CNY,8.2782
6237,2012-11-14,USD,EUR,1.1274
6238,2012-11-14,USD,GBP,0.6989
6239,2012-11-14,USD,JPY,123.672
6240,2012-11-14,USD,MXN,9.2504
6241,2012-11-14,USD,SAR,3.7505
6242,2012-11-14,USD,VEB,712.81
6243,2012-11-15,USD,ARS,0.9997
6244,2012-11-15,USD,AUD,1.931
6245,2012-11-15,USD,BRL,2.2029
6246,2012-11-15,USD,CAD,1.5336
6247,2012-11-15,USD,CNY,8.2782
6248,2012-11-15,USD,EUR,1.1209
6249,2012-11-15,USD,GBP,0.6974
6250,2012-11-15,USD,JPY,122.0819
6251,2012-11-15,USD,MXN,9.2606
6252,2012-11-15,USD,SAR,3.7505
6253,2012-11-15,USD,VEB,712.5
6254,2012-11-16,USD,ARS,0.9997
6255,2012-11-16,USD,AUD,1.9258
6256,2012-11-16,USD,BRL,2.237
6257,2012-11-16,USD,CAD,1.5328
6258,2012-11-16,USD,CNY,8.2782
6259,2012-11-16,USD,EUR,1.1198
6260,2012-11-16,USD,GBP,0.6985
6261,2012-11-16,USD,JPY,121.903
6262,2012-11-16,USD,MXN,9.2959
6263,2012-11-16,USD,SAR,3.7505
6264,2012-11-16,USD,VEB,712.5
6265,2012-11-17,USD,ARS,0.9997
6266,2012-11-17,USD,AUD,1.9266
6267,2012-11-17,USD,BRL,2.2149
6268,2012-11-17,USD,CAD,1.5327
6269,2012-11-17,USD,CNY,8.2782
6270,2012-11-17,USD,EUR,1.1237
6271,2012-11-17,USD,GBP,0.6967
6272,2012-11-17,USD,JPY,121.408
6273,2012-11-17,USD,MXN,9.2693
6274,2012-11-17,USD,SAR,3.7505
6275,2012-11-17,USD,VEB,713.0
6276,2012-11-18,USD,ARS,0.9991
6277,2012-11-18,USD,AUD,1.9262
6278,2012-11-18,USD,BRL,2.213
6279,2012-11-18,USD,CAD,1.5357
6280,2012-11-18,USD,CNY,8.2782
6281,2012-11-18,USD,EUR,1.1192
6282,2012-11-18,USD,GBP,0.695
6283,2012-11-18,USD,JPY,121.312
6284,2012-11-18,USD,MXN,9.275
6285,2012-11-18,USD,SAR,3.7507
6286,2012-11-18,USD,VEB,713.25
6287,2012-11-19,USD,ARS,0.9991
6288,2012-11-19,USD,AUD,1.9231
6289,2012-11-19,USD,BRL,2.21
6290,2012-11-19,USD,CAD,1.5335
6291,2012-11-19,USD,CNY,8.2782
6292,2012-11-19,USD,EUR,1.1204
6293,2012-11-19,USD,GBP,0.6952
6294,2012-11-19,USD,JPY,121.35
6295,2012-11-19,USD,MXN,9.275
6296,2012-11-19,USD,SAR,3.7505
6297,2012-11-19,USD,VEB,713.25
6298,2012-11-20,USD,ARS,0.9991
6299,2012-11-20,USD,AUD,1.9269
6300,2012-11-20,USD,BRL,2.21
6301,2012-11-20,USD,CAD,1.5364
6302,2012-11-20,USD,CNY,8.2782
6303,2012-11-20,USD,EUR,1.119
6304,2012-11-20,USD,GBP,0.6952
6305,2012-11-20,USD,JPY,121.36
6306,2012-11-20,USD,MXN,9.275
6307,2012-11-20,USD,SAR,3.7505
6308,2012-11-20,USD,VEB,713.25
6309,2012-11-21,USD,ARS,0.9998
6310,2012-11-21,USD,AUD,1.931
6311,2012-11-21,USD,BRL,2.2157
6312,2012-11-21,USD,CAD,1.5425
6313,2012-11-21,USD,CNY,8.2782
6314,2012-11-21,USD,EUR,1.1241
6315,2012-11-21,USD,GBP,0.6954
6316,2012-11-21,USD,JPY,121.17
6317,2012-11-21,USD,MXN,9.1941
6318,2012-11-21,USD,SAR,3.7507
6319,2012-11-21,USD,VEB,713.5
6320,2012-11-22,USD,ARS,0.9998
6321,2012-11-22,USD,AUD,1.9396
6322,2012-11-22,USD,BRL,2.2448
6323,2012-11-22,USD,CAD,1.5443
6324,2012-11-22,USD,CNY,8.2792
6325,2012-11-22,USD,EUR,1.1318
6326,2012-11-22,USD,GBP,0.7018
6327,2012-11-22,USD,JPY,121.335
6328,2012-11-22,USD,MXN,9.2172
6329,2012-11-22,USD,SAR,3.7505
6330,2012-11-22,USD,VEB,713.5
6331,2012-11-23,USD,ARS,0.9998
6332,2012-11-23,USD,AUD,1.9068
6333,2012-11-23,USD,BRL,2.2629
6334,2012-11-23,USD,CAD,1.5389
6335,2012-11-23,USD,CNY,8.2782
6336,2012-11-23,USD,EUR,1.1302
6337,2012-11-23,USD,GBP,0.7039
6338,2012-11-23,USD,JPY,122.2
6339,2012-11-23,USD,MXN,9.2149
6340,2012-11-23,USD,SAR,3.7505
6341,2012-11-23,USD,VEB,713.7599
6342,2012-11-24,USD,ARS,0.9998
6343,2012-11-24,USD,AUD,1.9091
6344,2012-11-24,USD,BRL,2.2589
6345,2012-11-24,USD,CAD,1.5431
6346,2012-11-24,USD,CNY,8.2779
6347,2012-11-24,USD,EUR,1.1348
6348,2012-11-24,USD,GBP,0.7028
6349,2012-11-24,USD,JPY,122.745
6350,2012-11-24,USD,MXN,9.2048
6351,2012-11-24,USD,SAR,3.7507
6352,2012-11-24,USD,VEB,713.71
6353,2012-11-25,USD,ARS,0.999
6354,2012-11-25,USD,AUD,1.9175
6355,2012-11-25,USD,BRL,2.286
6356,2012-11-25,USD,CAD,1.5515
6357,2012-11-25,USD,CNY,8.2779
6358,2012-11-25,USD,EUR,1.1408
6359,2012-11-25,USD,GBP,0.7048
6360,2012-11-25,USD,JPY,122.54
6361,2012-11-25,USD,MXN,9.2195
6362,2012-11-25,USD,SAR,3.7505
6363,2012-11-25,USD,VEB,714.5
6364,2012-11-26,USD,ARS,0.999
6365,2012-11-26,USD,AUD,1.9175
6366,2012-11-26,USD,BRL,2.2839
6367,2012-11-26,USD,CAD,1.5515
6368,2012-11-26,USD,CNY,8.2779
6369,2012-11-26,USD,EUR,1.1429
6370,2012-11-26,USD,GBP,0.7048
6371,2012-11-26,USD,JPY,122.55
6372,2012-11-26,USD,MXN,9.214
6373,2012-11-26,USD,SAR,3.7505
6374,2012-11-26,USD,VEB,714.5
6375,2012-11-27,USD,ARS,0.999
6376,2012-11-27,USD,AUD,1.9175
6377,2012-11-27,USD,BRL,2.2839
6378,2012-11-27,USD,CAD,1.5515
6379,2012-11-27,USD,CNY,8.2779
6380,2012-11-27,USD,EUR,1.1414
6381,2012-11-27,USD,GBP,0.7048
6382,2012-11-27,USD,JPY,122.515
6383,2012-11-27,USD,MXN,9.214
6384,2012-11-27,USD,SAR,3.7505
6385,2012-11-27,USD,VEB,714.5
6386,2012-11-28,USD,ARS,0.9997
6387,2012-11-28,USD,AUD,1.9253
6388,2012-11-28,USD,BRL,2.3148
6389,2012-11-28,USD,CAD,1.5512
6390,2012-11-28,USD,CNY,8.2779
6391,2012-11-28,USD,EUR,1.1437
6392,2012-11-28,USD,GBP,0.7043
6393,2012-11-28,USD,JPY,123.318
6394,2012-11-28,USD,MXN,9.1605
6395,2012-11-28,USD,SAR,3.7505
6396,2012-11-28,USD,VEB,714.71
6397,2012-11-29,USD,ARS,0.9998
6398,2012-11-29,USD,AUD,1.9181
6399,2012-11-29,USD,BRL,2.3399
6400,2012-11-29,USD,CAD,1.5469
6401,2012-11-29,USD,CNY,8.2776
6402,2012-11-29,USD,EUR,1.139
6403,2012-11-29,USD,GBP,0.7024
6404,2012-11-29,USD,JPY,123.517
6405,2012-11-29,USD,MXN,9.1969
6406,2012-11-29,USD,SAR,3.7507
6407,2012-11-29,USD,VEB,714.75
6408,2012-11-30,USD,ARS,0.9998
6409,2012-11-30,USD,AUD,1.9115
6410,2012-11-30,USD,BRL,2.318
6411,2012-11-30,USD,CAD,1.5379
6412,2012-11-30,USD,CNY,8.2776
6413,2012-11-30,USD,EUR,1.1327
6414,2012-11-30,USD,GBP,0.6996
6415,2012-11-30,USD,JPY,123.65
6416,2012-11-30,USD,MXN,9.154
6417,2012-11-30,USD,SAR,3.7505
6418,2012-11-30,USD,VEB,714.71
6419,2012-12-01,USD,ARS,0.9998
6420,2012-12-01,USD,AUD,1.8914
6421,2012-12-01,USD,BRL,2.306
6422,2012-12-01,USD,CAD,1.5355
6423,2012-12-01,USD,CNY,8.2774
6424,2012-12-01,USD,EUR,1.1332
6425,2012-12-01,USD,GBP,0.6986
6426,2012-12-01,USD,JPY,122.56
6427,2012-12-01,USD,MXN,8.9989
6428,2012-12-01,USD,SAR,3.7505
6429,2012-12-01,USD,VEB,715.739
6430,2012-12-02,USD,ARS,0.9995
6431,2012-12-02,USD,AUD,1.8887
6432,2012-12-02,USD,BRL,2.309
6433,2012-12-02,USD,CAD,1.5336
6434,2012-12-02,USD,CNY,8.2775
6435,2012-12-02,USD,EUR,1.1366
6436,2012-12-02,USD,GBP,0.6948
6437,2012-12-02,USD,JPY,123.602
6438,2012-12-02,USD,MXN,9.0359
6439,2012-12-02,USD,SAR,3.7505
6440,2012-12-02,USD,VEB,715.55
6441,2012-12-03,USD,ARS,0.9995
6442,2012-12-03,USD,AUD,1.89
6443,2012-12-03,USD,BRL,2.309
6444,2012-12-03,USD,CAD,1.534
6445,2012-12-03,USD,CNY,8.2775
6446,2012-12-03,USD,EUR,1.1351
6447,2012-12-03,USD,GBP,0.6948
6448,2012-12-03,USD,JPY,123.58
6449,2012-12-03,USD,MXN,9.0359
