SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,PurchaseOrderNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue
61693,8,2013-12-07,2013-12-19,2013-12-14,5,True,,17081,,7,29559,29559,1,,74.98,5.9984,1.8745,82.8529
61694,8,2013-12-07,2013-12-19,2013-12-14,5,True,,14537,,8,21689,21689,1,,42.28,3.3824,1.057,46.7194
61695,8,2013-12-07,2013-12-19,2013-12-14,5,True,,20965,,10,28844,28844,1,10506.0,29.99,2.3992,0.7498,33.139
61696,8,2013-12-07,2013-12-19,2013-12-14,5,True,,20566,,10,29317,29317,1,10506.0,27.28,2.1824,0.682,30.1444
61697,8,2013-12-07,2013-12-19,2013-12-14,5,True,,23967,,10,28057,28057,1,10506.0,4.99,0.3992,0.1248,5.514
61698,8,2013-12-07,2013-12-19,2013-12-14,5,True,,24123,,7,11668,11668,1,,7.28,0.5824,0.182,8.0444
61699,8,2013-12-07,2013-12-19,2013-12-14,5,True,,26418,,7,21949,21949,1,,36.27,2.9016,0.9068,40.0784
61700,8,2013-12-07,2013-12-19,2013-12-14,5,True,,25549,,7,16206,16206,1,,7.28,0.5824,0.182,8.0444
61701,8,2013-12-07,2013-12-19,2013-12-14,5,True,,25503,,7,13608,13608,1,,48.97,3.9176,1.2243,54.1119
61702,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11734,,4,21747,21747,1,,37.29,2.9832,0.9323,41.2055
61703,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11704,,4,26132,26132,1,,39.99,3.1992,0.9998,44.189
61704,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11692,,4,14595,14595,1,,39.99,3.1992,0.9998,44.189
61705,8,2013-12-07,2013-12-19,2013-12-14,5,True,,14096,,6,25728,25728,1,10503.0,42.28,3.3824,1.057,46.7194
61706,8,2013-12-07,2013-12-19,2013-12-14,5,True,,12057,,1,18460,18460,1,,37.29,2.9832,0.9323,41.2055
61707,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11713,,1,14805,14805,1,,128.97,10.3176,3.2243,142.5119
61708,8,2013-12-07,2013-12-19,2013-12-14,5,True,,12628,,7,19120,19120,1,,14.98,1.1984,0.3745,16.5529
61709,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11397,,7,25470,25470,1,,38.47,3.0776,0.9618,42.5094
61710,8,2013-12-07,2013-12-19,2013-12-14,5,True,,14616,,4,28626,28626,1,,839.48,67.1584,20.987,927.6254
61711,8,2013-12-07,2013-12-19,2013-12-14,5,True,,14613,,1,14713,14713,1,,902.46,72.1968,22.5615,997.2183
61712,8,2013-12-07,2013-12-19,2013-12-14,5,True,,15006,,4,20379,20379,1,,2294.99,183.5992,57.3748,2535.964
61713,8,2013-12-07,2013-12-19,2013-12-14,5,True,,14433,,4,29579,29579,1,,2341.97,187.3576,58.5493,2587.8769
61714,8,2013-12-07,2013-12-19,2013-12-14,5,True,,15566,,6,14537,14537,1,10503.0,2430.44,194.4352,60.761,2685.6362
61715,8,2013-12-07,2013-12-19,2013-12-14,5,True,,28490,,8,23307,23307,1,,778.62,62.2896,19.4655,860.3751
61716,8,2013-12-07,2013-12-19,2013-12-14,5,True,,26975,,7,17673,17673,1,,765.32,61.2256,19.133,845.6786
61717,8,2013-12-07,2013-12-19,2013-12-14,5,True,,28497,,8,13421,13421,1,,776.33,62.1064,19.4083,857.8447
61718,8,2013-12-07,2013-12-19,2013-12-14,5,True,,26991,,8,22780,22780,1,,1264.84,101.1872,31.621,1397.6482
61719,8,2013-12-07,2013-12-19,2013-12-14,5,True,,13651,,9,25981,25981,1,10501.0,2343.96,187.5168,58.599,2590.0758
61720,8,2013-12-07,2013-12-19,2013-12-14,5,True,,29204,,1,15321,15321,1,,742.35,59.388,18.5588,820.2968
61721,8,2013-12-07,2013-12-19,2013-12-14,5,True,,24955,,4,29163,29163,1,,742.35,59.388,18.5588,820.2968
61722,8,2013-12-07,2013-12-19,2013-12-14,5,True,,24956,,4,17694,17694,1,,751.34,60.1072,18.7835,830.2307
61723,8,2013-12-07,2013-12-19,2013-12-14,5,True,,13328,,6,23991,23991,1,10503.0,2398.05,191.844,59.9513,2649.8453
61724,8,2013-12-07,2013-12-19,2013-12-14,5,True,,25962,,1,15898,15898,1,,2419.06,193.5248,60.4765,2673.0613
61725,8,2013-12-07,2013-12-19,2013-12-14,5,True,,12193,,6,14591,14591,1,10503.0,2438.06,195.0448,60.9515,2694.0563
61726,8,2013-12-07,2013-12-19,2013-12-14,5,True,,20541,,4,19536,19536,1,,1174.48,93.9584,29.362,1297.8004
61727,8,2013-12-07,2013-12-19,2013-12-14,5,True,,17564,,1,29478,29478,1,,1735.98,138.8784,43.3995,1918.2579
61728,8,2013-12-07,2013-12-19,2013-12-14,5,True,,22472,,7,17632,17632,1,,539.99,43.1992,13.4998,596.689
61729,8,2013-12-07,2013-12-19,2013-12-14,5,True,,22694,,8,25208,25208,1,,574.98,45.9984,14.3745,635.3529
61730,8,2013-12-07,2013-12-19,2013-12-14,5,True,,11764,,9,14753,14753,1,10501.0,2384.07,190.7256,59.6018,2634.3974
61731,8,2013-12-07,2013-12-19,2013-12-14,5,True,,23324,,9,17875,17875,1,10501.0,548.98,43.9184,13.7245,606.6229
61732,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14087,,9,11905,11905,1,10512.0,49.48,3.9584,1.237,54.6754
61733,8,2013-12-08,2013-12-20,2013-12-15,5,True,,11752,,9,28155,28155,1,10512.0,7.95,0.636,0.1988,8.7848
61734,8,2013-12-08,2013-12-20,2013-12-15,5,True,,11425,,7,17302,17302,1,,574.98,45.9984,14.3745,635.3529
61735,8,2013-12-08,2013-12-20,2013-12-15,5,True,,15054,,8,22401,22401,1,,576.95,46.156,14.4238,637.5298
61736,8,2013-12-08,2013-12-20,2013-12-15,5,True,,25481,,10,13825,13825,1,10517.0,2478.34,198.2672,61.9585,2738.5657
61737,8,2013-12-08,2013-12-20,2013-12-15,5,True,,11185,,6,21639,21639,1,10514.0,6.28,0.5024,0.157,6.9394
61738,8,2013-12-08,2013-12-20,2013-12-15,5,True,,26101,,1,29267,29267,1,,24.99,1.9992,0.6248,27.614
61739,8,2013-12-08,2013-12-20,2013-12-15,5,True,,21251,,6,27795,27795,1,10514.0,24.99,1.9992,0.6248,27.614
61740,8,2013-12-08,2013-12-20,2013-12-15,5,True,,12182,,6,17195,17195,1,10514.0,29.99,2.3992,0.7498,33.139
61741,8,2013-12-08,2013-12-20,2013-12-15,5,True,,22025,,4,17276,17276,1,,14.98,1.1984,0.3745,16.5529
61742,8,2013-12-08,2013-12-20,2013-12-15,5,True,,21328,,4,13469,13469,1,,49.97,3.9976,1.2493,55.2169
61743,8,2013-12-08,2013-12-20,2013-12-15,5,True,,13708,,6,29597,29597,1,10514.0,14.98,1.1984,0.3745,16.5529
61744,8,2013-12-08,2013-12-20,2013-12-15,5,True,,20485,,4,24532,24532,1,,14.98,1.1984,0.3745,16.5529
61745,8,2013-12-08,2013-12-20,2013-12-15,5,True,,15942,,6,13839,13839,1,10514.0,69.99,5.5992,1.7498,77.339
61746,8,2013-12-08,2013-12-20,2013-12-15,5,True,,18820,,4,18264,18264,1,,78.98,6.3184,1.9745,87.2729
61747,8,2013-12-08,2013-12-20,2013-12-15,5,True,,18542,,1,11571,11571,1,,123.98,9.9184,3.0995,136.9979
61748,8,2013-12-08,2013-12-20,2013-12-15,5,True,,19149,,1,24670,24670,1,,123.98,9.9184,3.0995,136.9979
61749,8,2013-12-08,2013-12-20,2013-12-15,5,True,,17436,,4,23607,23607,1,,4.99,0.3992,0.1248,5.514
61750,8,2013-12-08,2013-12-20,2013-12-15,5,True,,11748,,6,13224,13224,1,10514.0,4.99,0.3992,0.1248,5.514
61751,8,2013-12-08,2013-12-20,2013-12-15,5,True,,16773,,1,15723,15723,1,,13.98,1.1184,0.3495,15.4479
61752,8,2013-12-08,2013-12-20,2013-12-15,5,True,,17682,,1,12673,12673,1,,68.49,5.4792,1.7123,75.6815
61753,8,2013-12-08,2013-12-20,2013-12-15,5,True,,22015,,6,18664,18664,1,10514.0,4.99,0.3992,0.1248,5.514
61754,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14917,,1,24035,24035,1,,64.47,5.1576,1.6118,71.2394
61755,8,2013-12-08,2013-12-20,2013-12-15,5,True,,15165,,4,26067,26067,1,,39.98,3.1984,0.9995,44.1779
61756,8,2013-12-08,2013-12-20,2013-12-15,5,True,,13913,,4,18142,18142,1,,106.96,8.5568,2.674,118.1908
61757,8,2013-12-08,2013-12-20,2013-12-15,5,True,,13654,,1,29492,29492,1,,56.97,4.5576,1.4243,62.9519
61758,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14955,,10,27395,27395,1,10517.0,69.99,5.5992,1.7498,77.339
61759,8,2013-12-08,2013-12-20,2013-12-15,5,True,,19925,,8,22149,22149,1,,83.97,6.7176,2.0993,92.7869
61760,8,2013-12-08,2013-12-20,2013-12-15,5,True,,25787,,7,23490,23490,1,,27.77,2.2216,0.6943,30.6859
61761,8,2013-12-08,2013-12-20,2013-12-15,5,True,,21911,,7,16854,16854,1,,27.77,2.2216,0.6943,30.6859
61762,8,2013-12-08,2013-12-20,2013-12-15,5,True,,12610,,10,23015,23015,1,10517.0,92.96,7.4368,2.324,102.7208
61763,8,2013-12-08,2013-12-20,2013-12-15,5,True,,16563,,10,19420,19420,1,10517.0,48.97,3.9176,1.2243,54.1119
61764,8,2013-12-08,2013-12-20,2013-12-15,5,True,,27135,,7,27192,27192,1,,42.97,3.4376,1.0743,47.4819
61765,8,2013-12-08,2013-12-20,2013-12-15,5,True,,15376,,6,28212,28212,1,10514.0,42.28,3.3824,1.057,46.7194
61766,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14599,,1,13883,13883,1,,2354.98,188.3984,58.8745,2602.2529
61767,8,2013-12-08,2013-12-20,2013-12-15,5,True,,12179,,1,21065,21065,1,,2334.97,186.7976,58.3743,2580.1419
61768,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14657,,1,27432,27432,1,,2376.96,190.1568,59.424,2626.5408
61769,8,2013-12-08,2013-12-20,2013-12-15,5,True,,12108,,1,26750,26750,1,,2367.93,189.4344,59.1983,2616.5627
61770,8,2013-12-08,2013-12-20,2013-12-15,5,True,,12903,,6,12240,12240,1,10514.0,2332.28,186.5824,58.307,2577.1694
61771,8,2013-12-08,2013-12-20,2013-12-15,5,True,,14452,,1,25385,25385,1,,2376.96,190.1568,59.424,2626.5408
61772,8,2013-12-08,2013-12-20,2013-12-15,5,True,,23436,,9,23089,23089,1,10512.0,1768.96,141.5168,44.224,1954.7008
61773,8,2013-12-08,2013-12-20,2013-12-15,5,True,,20448,,9,27482,27482,1,10512.0,2466.32,197.3056,61.658,2725.2836
61774,8,2013-12-08,2013-12-20,2013-12-15,5,True,,13132,,9,28253,28253,1,10512.0,2369.97,189.5976,59.2493,2618.8169
61775,8,2013-12-08,2013-12-20,2013-12-15,5,True,,25865,,1,21950,21950,1,,1268.84,101.5072,31.721,1402.0682
61776,8,2013-12-08,2013-12-20,2013-12-15,5,True,,26055,,1,15542,15542,1,,2384.07,190.7256,59.6018,2634.3974
61777,8,2013-12-08,2013-12-20,2013-12-15,5,True,,23238,,4,26530,26530,1,,617.47,49.3976,15.4368,682.3044
61778,8,2013-12-08,2013-12-20,2013-12-15,5,True,,26040,,6,16492,16492,1,10514.0,574.98,45.9984,14.3745,635.3529
61779,8,2013-12-08,2013-12-20,2013-12-15,5,True,,22784,,4,28089,28089,1,,564.48,45.1584,14.112,623.7504
61780,8,2013-12-08,2013-12-20,2013-12-15,5,True,,20422,,4,12277,12277,1,,1134.47,90.7576,28.3618,1253.5894
61781,8,2013-12-08,2013-12-20,2013-12-15,5,True,,11899,,9,24464,24464,1,10512.0,2419.06,193.5248,60.4765,2673.0613
61782,8,2013-12-08,2013-12-20,2013-12-15,5,True,,28352,,9,27907,27907,1,10512.0,562.96,45.0368,14.074,622.0708
61783,8,2013-12-09,2013-12-21,2013-12-16,5,True,,13954,,9,15736,15736,1,10523.0,24.99,1.9992,0.6248,27.614
61784,8,2013-12-09,2013-12-21,2013-12-16,5,True,,18715,,9,21954,21954,1,10523.0,69.97,5.5976,1.7493,77.3169
61785,8,2013-12-09,2013-12-21,2013-12-16,5,True,,16165,,9,20505,20505,1,10523.0,45.22,3.6176,1.1305,49.9681
61786,8,2013-12-09,2013-12-21,2013-12-16,5,True,,27363,,9,29099,29099,1,10523.0,132.97,10.6376,3.3243,146.9319
61787,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17077,,9,29235,29235,1,10523.0,49.99,3.9992,1.2498,55.239
61788,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26558,,9,28689,28689,1,10523.0,6.28,0.5024,0.157,6.9394
61789,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17501,,9,24791,24791,1,10523.0,120.0,9.6,3.0,132.6
61790,8,2013-12-09,2013-12-21,2013-12-16,5,True,,16681,,9,22174,22174,1,10523.0,36.59,2.9272,0.9148,40.432
61791,8,2013-12-09,2013-12-21,2013-12-16,5,True,,18305,,9,27314,27314,1,10523.0,36.59,2.9272,0.9148,40.432
61792,8,2013-12-09,2013-12-21,2013-12-16,5,True,,25462,,8,23535,23535,1,,1764.96,141.1968,44.124,1950.2808
61793,8,2013-12-09,2013-12-21,2013-12-16,5,True,,21540,,10,20897,20897,1,10528.0,819.48,65.5584,20.487,905.5254
61794,8,2013-12-09,2013-12-21,2013-12-16,5,True,,15080,,8,12108,12108,1,,2319.99,185.5992,57.9998,2563.589
61795,8,2013-12-09,2013-12-21,2013-12-16,5,True,,15926,,8,13667,13667,1,,2369.96,189.5968,59.249,2618.8058
61796,8,2013-12-09,2013-12-21,2013-12-16,5,True,,15116,,8,17335,17335,1,,2341.46,187.3168,58.5365,2587.3133
61797,8,2013-12-09,2013-12-21,2013-12-16,5,True,,29327,,1,24911,24911,1,10525.0,53.99,4.3192,1.3498,59.659
61798,8,2013-12-09,2013-12-21,2013-12-16,5,True,,29160,,1,25888,25888,1,,11.94,0.9552,0.2985,13.1937
61799,8,2013-12-09,2013-12-21,2013-12-16,5,True,,29234,,4,26333,26333,1,,28.98,2.3184,0.7245,32.0229
61800,8,2013-12-09,2013-12-21,2013-12-16,5,True,,11330,,6,27048,27048,1,10525.0,79.97,6.3976,1.9993,88.3669
61801,8,2013-12-09,2013-12-21,2013-12-16,5,True,,12959,,6,18993,18993,1,10525.0,34.98,2.7984,0.8745,38.6529
61802,8,2013-12-09,2013-12-21,2013-12-16,5,True,,22731,,4,15930,15930,1,,69.97,5.5976,1.7493,77.3169
61803,8,2013-12-09,2013-12-21,2013-12-16,5,True,,18644,,6,26936,26936,1,10525.0,34.98,2.7984,0.8745,38.6529
61804,8,2013-12-09,2013-12-21,2013-12-16,5,True,,23475,,1,14137,14137,1,,121.94,9.7552,3.0485,134.7437
61805,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28021,,6,18934,18934,1,10525.0,78.98,6.3184,1.9745,87.2729
61806,8,2013-12-09,2013-12-21,2013-12-16,5,True,,19688,,4,25330,25330,1,,119.98,9.5984,2.9995,132.5779
61807,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17696,,4,21570,21570,1,,39.98,3.1984,0.9995,44.1779
61808,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17532,,4,14985,14985,1,,4.99,0.3992,0.1248,5.514
61809,8,2013-12-09,2013-12-21,2013-12-16,5,True,,19208,,1,16203,16203,1,,98.96,7.9168,2.474,109.3508
61810,8,2013-12-09,2013-12-21,2013-12-16,5,True,,18753,,1,26632,26632,1,,123.98,9.9184,3.0995,136.9979
61811,8,2013-12-09,2013-12-21,2013-12-16,5,True,,18504,,4,25784,25784,1,,128.97,10.3176,3.2243,142.5119
61812,8,2013-12-09,2013-12-21,2013-12-16,5,True,,23253,,6,17805,17805,1,10525.0,39.98,3.1984,0.9995,44.1779
61813,8,2013-12-09,2013-12-21,2013-12-16,5,True,,15375,,4,21095,21095,1,,67.93,5.4344,1.6983,75.0627
61814,8,2013-12-09,2013-12-21,2013-12-16,5,True,,15011,,4,19063,19063,1,,89.97,7.1976,2.2493,99.4169
61815,8,2013-12-09,2013-12-21,2013-12-16,5,True,,20746,,6,17744,17744,1,10525.0,54.98,4.3984,1.3745,60.7529
61816,8,2013-12-09,2013-12-21,2013-12-16,5,True,,16542,,10,27496,27496,1,10528.0,39.98,3.1984,0.9995,44.1779
61817,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28398,,7,29482,29482,1,,71.58,5.7264,1.7895,79.0959
61818,8,2013-12-09,2013-12-21,2013-12-16,5,True,,20565,,10,17676,17676,1,10528.0,64.97,5.1976,1.6243,71.7919
61819,8,2013-12-09,2013-12-21,2013-12-16,5,True,,23935,,10,21816,21816,1,10528.0,4.99,0.3992,0.1248,5.514
61820,8,2013-12-09,2013-12-21,2013-12-16,5,True,,20798,,8,23588,23588,1,,123.96,9.9168,3.099,136.9758
61821,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26416,,10,29821,29821,1,10528.0,88.97,7.1176,2.2243,98.3119
61822,8,2013-12-09,2013-12-21,2013-12-16,5,True,,22588,,10,24252,24252,1,10528.0,48.97,3.9176,1.2243,54.1119
61823,8,2013-12-09,2013-12-21,2013-12-16,5,True,,20795,,7,17027,17027,1,,3.99,0.3192,0.0998,4.409
61824,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28687,,8,22705,22705,1,,28.99,2.3192,0.7248,32.034
61825,8,2013-12-09,2013-12-21,2013-12-16,5,True,,11581,,7,16324,16324,1,,67.97,5.4376,1.6993,75.1069
61826,8,2013-12-09,2013-12-21,2013-12-16,5,True,,27843,,8,19832,19832,1,,27.77,2.2216,0.6943,30.6859
61827,8,2013-12-09,2013-12-21,2013-12-16,5,True,,27834,,7,27766,27766,1,,13.98,1.1184,0.3495,15.4479
61828,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26226,,8,17466,17466,1,,4.99,0.3992,0.1248,5.514
61829,8,2013-12-09,2013-12-21,2013-12-16,5,True,,16935,,10,19899,19899,1,10528.0,54.98,4.3984,1.3745,60.7529
61830,8,2013-12-09,2013-12-21,2013-12-16,5,True,,11309,,1,20906,20906,1,,39.99,3.1992,0.9998,44.189
61831,8,2013-12-09,2013-12-21,2013-12-16,5,True,,12183,,6,21323,21323,1,10525.0,103.49,8.2792,2.5873,114.3565
61832,8,2013-12-09,2013-12-21,2013-12-16,5,True,,13289,,6,16651,16651,1,10525.0,37.29,2.9832,0.9323,41.2055
61833,8,2013-12-09,2013-12-21,2013-12-16,5,True,,12238,,8,28650,28650,1,,34.99,2.7992,0.8748,38.664
61834,8,2013-12-09,2013-12-21,2013-12-16,5,True,,14591,,4,13894,13894,1,,801.77,64.1416,20.0443,885.9559
61835,8,2013-12-09,2013-12-21,2013-12-16,5,True,,14577,,1,11705,11705,1,,806.76,64.5408,20.169,891.4698
61836,8,2013-12-09,2013-12-21,2013-12-16,5,True,,19730,,4,26113,26113,1,,639.45,51.156,15.9863,706.5923
61837,8,2013-12-09,2013-12-21,2013-12-16,5,True,,12198,,1,25817,25817,1,,2391.43,191.3144,59.7858,2642.5302
61838,8,2013-12-09,2013-12-21,2013-12-16,5,True,,14498,,4,29715,29715,1,,2393.95,191.516,59.8488,2645.3148
61839,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17767,,7,13251,13251,1,,771.34,61.7072,19.2835,852.3307
61840,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28499,,8,12468,12468,1,,778.62,62.2896,19.4655,860.3751
61841,8,2013-12-09,2013-12-21,2013-12-16,5,True,,23429,,9,20562,20562,1,10523.0,1754.98,140.3984,43.8745,1939.2529
61842,8,2013-12-09,2013-12-21,2013-12-16,5,True,,13626,,9,24968,24968,1,10523.0,2386.94,190.9552,59.6735,2637.5687
61843,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28662,,4,24139,24139,1,,1248.83,99.9064,31.2208,1379.9572
61844,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26075,,1,21189,21189,1,,2393.06,191.4448,59.8265,2644.3313
61845,8,2013-12-09,2013-12-21,2013-12-16,5,True,,13345,,6,22539,22539,1,10525.0,2442.54,195.4032,61.0635,2699.0067
61846,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26061,,4,14638,14638,1,,2438.06,195.0448,60.9515,2694.0563
61847,8,2013-12-09,2013-12-21,2013-12-16,5,True,,25973,,1,17155,17155,1,,2393.06,191.4448,59.8265,2644.3313
61848,8,2013-12-09,2013-12-21,2013-12-16,5,True,,25980,,1,20098,20098,1,,2419.06,193.5248,60.4765,2673.0613
61849,8,2013-12-09,2013-12-21,2013-12-16,5,True,,26202,,6,12464,12464,1,10525.0,567.76,45.4208,14.194,627.3748
61850,8,2013-12-09,2013-12-21,2013-12-16,5,True,,22717,,1,29035,29035,1,,574.98,45.9984,14.3745,635.3529
61851,8,2013-12-09,2013-12-21,2013-12-16,5,True,,19874,,6,18094,18094,1,10525.0,1169.46,93.5568,29.2365,1292.2533
61852,8,2013-12-09,2013-12-21,2013-12-16,5,True,,17559,,4,19632,19632,1,,1749.96,139.9968,43.749,1933.7058
61853,8,2013-12-09,2013-12-21,2013-12-16,5,True,,20175,,7,21028,21028,1,,1214.46,97.1568,30.3615,1341.9783
61854,8,2013-12-09,2013-12-21,2013-12-16,5,True,,28549,,10,12480,12480,1,10528.0,2418.05,193.444,60.4513,2671.9453
61855,8,2013-12-09,2013-12-21,2013-12-16,5,True,,11759,,9,21307,21307,1,10523.0,2384.07,190.7256,59.6018,2634.3974
61856,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11118,,9,13823,13823,1,10534.0,77.92,6.2336,1.948,86.1016
61857,8,2013-12-10,2013-12-22,2013-12-17,5,True,,15783,,9,15710,15710,1,10534.0,34.99,2.7992,0.8748,38.664
61858,8,2013-12-10,2013-12-22,2013-12-17,5,True,,14517,,9,18714,18714,1,10534.0,53.99,4.3192,1.3498,59.659
61859,8,2013-12-10,2013-12-22,2013-12-17,5,True,,15920,,7,22505,22505,1,,1735.98,138.8784,43.3995,1918.2579
61860,8,2013-12-10,2013-12-22,2013-12-17,5,True,,22302,,10,21681,21681,1,10539.0,1763.97,141.1176,44.0993,1949.1869
61861,8,2013-12-10,2013-12-22,2013-12-17,5,True,,20825,,10,24600,24600,1,10539.0,2443.35,195.468,61.0838,2699.9018
61862,8,2013-12-10,2013-12-22,2013-12-17,5,True,,12270,,8,18762,18762,1,,2405.47,192.4376,60.1368,2658.0444
61863,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11846,,4,18165,18165,1,,49.99,3.9992,1.2498,55.239
61864,8,2013-12-10,2013-12-22,2013-12-17,5,True,,28978,,4,16931,16931,1,,63.97,5.1176,1.5993,70.6869
61865,8,2013-12-10,2013-12-22,2013-12-17,5,True,,28282,,1,29424,29424,1,,4.99,0.3992,0.1248,5.514
61866,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11505,,6,28954,28954,1,10536.0,63.97,5.1176,1.5993,70.6869
61867,8,2013-12-10,2013-12-22,2013-12-17,5,True,,27461,,1,16741,16741,1,,110.46,8.8368,2.7615,122.0583
61868,8,2013-12-10,2013-12-22,2013-12-17,5,True,,24826,,1,22851,22851,1,,96.07,7.6856,2.4018,106.1574
61869,8,2013-12-10,2013-12-22,2013-12-17,5,True,,24774,,1,22498,22498,1,,32.6,2.608,0.815,36.023
61870,8,2013-12-10,2013-12-22,2013-12-17,5,True,,26275,,1,13095,13095,1,,27.28,2.1824,0.682,30.1444
61871,8,2013-12-10,2013-12-22,2013-12-17,5,True,,23692,,1,26123,26123,1,,42.93,3.4344,1.0733,47.4377
61872,8,2013-12-10,2013-12-22,2013-12-17,5,True,,22087,,4,12446,12446,1,,94.46,7.5568,2.3615,104.3783
61873,8,2013-12-10,2013-12-22,2013-12-17,5,True,,17374,,6,14445,14445,1,10536.0,77.92,6.2336,1.948,86.1016
61874,8,2013-12-10,2013-12-22,2013-12-17,5,True,,23786,,1,26961,26961,1,,38.98,3.1184,0.9745,43.0729
61875,8,2013-12-10,2013-12-22,2013-12-17,5,True,,23261,,1,17221,17221,1,,77.92,6.2336,1.948,86.1016
61876,8,2013-12-10,2013-12-22,2013-12-17,5,True,,21814,,1,24750,24750,1,,14.98,1.1984,0.3745,16.5529
61877,8,2013-12-10,2013-12-22,2013-12-17,5,True,,20449,,4,20447,20447,1,,9.99,0.7992,0.2498,11.039
61878,8,2013-12-10,2013-12-22,2013-12-17,5,True,,18814,,1,25815,25815,1,,69.99,5.5992,1.7498,77.339
61879,8,2013-12-10,2013-12-22,2013-12-17,5,True,,14455,,6,19046,19046,1,10536.0,119.98,9.5984,2.9995,132.5779
61880,8,2013-12-10,2013-12-22,2013-12-17,5,True,,19246,,1,25265,25265,1,,69.99,5.5992,1.7498,77.339
61881,8,2013-12-10,2013-12-22,2013-12-17,5,True,,18673,,4,25651,25651,1,,128.97,10.3176,3.2243,142.5119
61882,8,2013-12-10,2013-12-22,2013-12-17,5,True,,14352,,1,16382,16382,1,,85.48,6.8384,2.137,94.4554
61883,8,2013-12-10,2013-12-22,2013-12-17,5,True,,21447,,6,27715,27715,1,10536.0,21.98,1.7584,0.5495,24.2879
61884,8,2013-12-10,2013-12-22,2013-12-17,5,True,,15115,,7,15794,15794,1,,94.48,7.5584,2.362,104.4004
61885,8,2013-12-10,2013-12-22,2013-12-17,5,True,,16198,,10,20028,20028,1,10539.0,85.48,6.8384,2.137,94.4554
61886,8,2013-12-10,2013-12-22,2013-12-17,5,True,,13773,,7,26916,26916,1,,42.28,3.3824,1.057,46.7194
61887,8,2013-12-10,2013-12-22,2013-12-17,5,True,,20595,,7,12541,12541,1,,69.97,5.5976,1.7493,77.3169
61888,8,2013-12-10,2013-12-22,2013-12-17,5,True,,25689,,10,18817,18817,1,10539.0,6.28,0.5024,0.157,6.9394
61889,8,2013-12-10,2013-12-22,2013-12-17,5,True,,24851,,10,27633,27633,1,10539.0,29.48,2.3584,0.737,32.5754
61890,8,2013-12-10,2013-12-22,2013-12-17,5,True,,26912,,8,25350,25350,1,,27.77,2.2216,0.6943,30.6859
61891,8,2013-12-10,2013-12-22,2013-12-17,5,True,,24568,,10,25562,25562,1,10539.0,13.98,1.1184,0.3495,15.4479
61892,8,2013-12-10,2013-12-22,2013-12-17,5,True,,29417,,8,25179,25179,1,,195.27,15.6216,4.8818,215.7734
61893,8,2013-12-10,2013-12-22,2013-12-17,5,True,,16579,,10,27423,27423,1,10539.0,27.96,2.2368,0.699,30.8958
61894,8,2013-12-10,2013-12-22,2013-12-17,5,True,,12111,,4,16803,16803,1,,74.98,5.9984,1.8745,82.8529
61895,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11869,,6,19317,19317,1,10536.0,37.29,2.9832,0.9323,41.2055
61896,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11852,,4,14798,14798,1,,74.98,5.9984,1.8745,82.8529
61897,8,2013-12-10,2013-12-22,2013-12-17,5,True,,14341,,6,23306,23306,1,10536.0,111.96,8.9568,2.799,123.7158
61898,8,2013-12-10,2013-12-22,2013-12-17,5,True,,15864,,6,12732,12732,1,10536.0,21.98,1.7584,0.5495,24.2879
61899,8,2013-12-10,2013-12-22,2013-12-17,5,True,,12719,,7,15208,15208,1,,14.98,1.1984,0.3745,16.5529
61900,8,2013-12-10,2013-12-22,2013-12-17,5,True,,11602,,8,27531,27531,1,,34.99,2.7992,0.8748,38.664
